"SYSTEM", "1", "SYSTEM", "System Start", ""
"Thread-4", "836", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "837", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "838", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-1", "839", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-1", "840", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "841", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "842", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "843", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-1", "844", "SYSTEM", "Method Exit", "returner=part2.Database:1#done_write:4, value=<void>"
"Thread-4", "845", "SYSTEM", "Field Write", "context=part2.Database:1, ww=2"
"Thread-1", "846", "SYSTEM", "Method Returned", ""
"Thread-1", "847", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "848", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "849", "SYSTEM", "Variable Write", "context=part2.Writer:2#run:2, i=2"
"Thread-1", "850", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "851", "SYSTEM", "Field Read", "context=part2.Database:1, r"
"Thread-4", "852", "SYSTEM", "Field Read", "context=part2.Database:1, w"
"Thread-4", "853", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "854", "SYSTEM", "Field Write", "context=part2.Database:1, w=1"
"Thread-0", "855", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "856", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-0", "857", "SYSTEM", "Field Read", "context=part2.Writer:1, d"
"Thread-4", "858", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-0", "859", "SYSTEM", "Method Call", "caller=part2.Writer:1#run:1, target=part2.Database:1#request_write:8"
"Thread-0", "860", "SYSTEM", "Method Entered", ""
"Thread-0", "861", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "862", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-0", "863", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-4", "864", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-0", "865", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "866", "SYSTEM", "Method Exit", "returner=part2.Database:1#request_write:5, value=<void>"
"Thread-0", "867", "SYSTEM", "Field Read", "context=part2.Database:1, r"
"Thread-4", "868", "SYSTEM", "Method Returned", ""
"Thread-4", "869", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-0", "870", "SYSTEM", "Field Read", "context=part2.Database:1, w"
"Thread-4", "871", "SYSTEM", "Field Read", "context=part2.Writer:5, d"
"Thread-0", "872", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "873", "SYSTEM", "Field Read", "context=part2.Writer:5, x"
"Thread-0", "874", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-4", "875", "SYSTEM", "Method Call", "caller=part2.Writer:5#run:5, target=part2.Database:1#write:5"
"Thread-4", "876", "SYSTEM", "Method Entered", ""
"Thread-4", "877", "SYSTEM", "Variable Write", "context=part2.Database:1#write:5, x=10000"
"Thread-4", "878", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-0", "879", "SYSTEM", "Field Write", "context=part2.Database:1, ww=3"
"Thread-4", "880", "SYSTEM", "Field Read", "context=part2.Database:1, data"
"Thread-0", "881", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "882", "SYSTEM", "Field Write", "context=part2.Database:1, data=10121"
"Thread-0", "883", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-4", "884", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-0", "885", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "886", "SYSTEM", "Method Exit", "returner=part2.Database:1#write:5, value=<void>"
"Thread-1", "887", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-0", "888", "SYSTEM", "Field Read", "context=part2.Database:1, s2_w"
"Thread-4", "889", "SYSTEM", "Method Returned", ""
"Thread-4", "890", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "891", "SYSTEM", "Field Read", "context=part2.Writer:2, d"
"Thread-4", "892", "SYSTEM", "Field Read", "context=part2.Writer:5, d"
"Thread-1", "893", "SYSTEM", "Method Call", "caller=part2.Writer:2#run:2, target=part2.Database:1#request_write:9"
"Thread-1", "894", "SYSTEM", "Method Entered", ""
"Thread-1", "895", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "896", "SYSTEM", "Method Call", "caller=part2.Writer:5#run:5, target=part2.Database:1#done_write:5"
"Thread-4", "897", "SYSTEM", "Method Entered", ""
"Thread-4", "898", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "899", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-4", "900", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-1", "901", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "902", "SYSTEM", "Field Read", "context=part2.Database:1, r"
"Thread-1", "903", "SYSTEM", "Field Read", "context=part2.Database:1, w"
"Thread-1", "904", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "905", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-1", "906", "SYSTEM", "Field Write", "context=part2.Database:1, ww=4"
"Thread-1", "907", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "908", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-1", "909", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "910", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "911", "SYSTEM", "Field Read", "context=part2.Database:1, s2_w"
"Thread-4", "912", "SYSTEM", "Field Write", "context=part2.Database:1, w=0"
"Thread-4", "913", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "914", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-4", "915", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "916", "SYSTEM", "Field Read", "context=part2.Database:1, s2_w"
"Thread-4", "917", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "918", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "919", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "920", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-4", "921", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-4", "922", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "923", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "924", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "925", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-4", "926", "SYSTEM", "Method Exit", "returner=part2.Database:1#done_write:5, value=<void>"
"Thread-2", "927", "SYSTEM", "Field Write", "context=part2.Database:1, ww=3"
"Thread-4", "928", "SYSTEM", "Method Returned", ""
"Thread-4", "929", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "930", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "931", "SYSTEM", "Variable Write", "context=part2.Writer:5#run:5, i=1"
"Thread-4", "932", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "933", "SYSTEM", "Field Read", "context=part2.Database:1, r"
"Thread-2", "934", "SYSTEM", "Field Read", "context=part2.Database:1, w"
"Thread-2", "935", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "936", "SYSTEM", "Field Write", "context=part2.Database:1, w=1"
"Thread-2", "937", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "938", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-2", "939", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "940", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "941", "SYSTEM", "Method Exit", "returner=part2.Database:1#request_write:7, value=<void>"
"Thread-2", "942", "SYSTEM", "Method Returned", ""
"Thread-2", "943", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "944", "SYSTEM", "Field Read", "context=part2.Writer:3, d"
"Thread-2", "945", "SYSTEM", "Field Read", "context=part2.Writer:3, x"
"Thread-2", "946", "SYSTEM", "Method Call", "caller=part2.Writer:3#run:3, target=part2.Database:1#write:6"
"Thread-2", "947", "SYSTEM", "Method Entered", ""
"Thread-2", "948", "SYSTEM", "Variable Write", "context=part2.Database:1#write:6, x=100"
"Thread-2", "949", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "950", "SYSTEM", "Field Read", "context=part2.Database:1, data"
"Thread-2", "951", "SYSTEM", "Field Write", "context=part2.Database:1, data=10221"
"Thread-2", "952", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "953", "SYSTEM", "Method Exit", "returner=part2.Database:1#write:6, value=<void>"
"Thread-2", "954", "SYSTEM", "Method Returned", ""
"Thread-2", "955", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "956", "SYSTEM", "Field Read", "context=part2.Writer:3, d"
"Thread-2", "957", "SYSTEM", "Method Call", "caller=part2.Writer:3#run:3, target=part2.Database:1#done_write:6"
"Thread-2", "958", "SYSTEM", "Method Entered", ""
"Thread-2", "959", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "960", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-2", "961", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "962", "SYSTEM", "Field Write", "context=part2.Database:1, w=0"
"Thread-2", "963", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "964", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-2", "965", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "966", "SYSTEM", "Field Read", "context=part2.Database:1, s2_w"
"Thread-2", "967", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "968", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "969", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "970", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-2", "971", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-2", "972", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "973", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "974", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "975", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-2", "976", "SYSTEM", "Method Exit", "returner=part2.Database:1#done_write:6, value=<void>"
"Thread-3", "977", "SYSTEM", "Field Write", "context=part2.Database:1, ww=2"
"Thread-2", "978", "SYSTEM", "Method Returned", ""
"Thread-2", "979", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "980", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "981", "SYSTEM", "Variable Write", "context=part2.Writer:3#run:3, i=2"
"Thread-2", "982", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "983", "SYSTEM", "Field Read", "context=part2.Database:1, r"
"Thread-3", "984", "SYSTEM", "Field Read", "context=part2.Database:1, w"
"Thread-3", "985", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "986", "SYSTEM", "Field Write", "context=part2.Database:1, w=1"
"Thread-3", "987", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "988", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-3", "989", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "990", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "991", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "992", "SYSTEM", "Field Read", "context=part2.Writer:3, d"
"Thread-3", "993", "SYSTEM", "Method Exit", "returner=part2.Database:1#request_write:4, value=<void>"
"Thread-2", "994", "SYSTEM", "Method Call", "caller=part2.Writer:3#run:3, target=part2.Database:1#request_write:10"
"Thread-2", "995", "SYSTEM", "Method Entered", ""
"Thread-2", "996", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "997", "SYSTEM", "Method Returned", ""
"Thread-3", "998", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "999", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-3", "1000", "SYSTEM", "Field Read", "context=part2.Writer:4, d"
"Thread-2", "1001", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "1002", "SYSTEM", "Field Read", "context=part2.Writer:4, x"
"Thread-2", "1003", "SYSTEM", "Field Read", "context=part2.Database:1, r"
"Thread-3", "1004", "SYSTEM", "Method Call", "caller=part2.Writer:4#run:4, target=part2.Database:1#write:7"
"Thread-3", "1005", "SYSTEM", "Method Entered", ""
"Thread-3", "1006", "SYSTEM", "Variable Write", "context=part2.Database:1#write:7, x=1000"
"Thread-3", "1007", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "1008", "SYSTEM", "Field Read", "context=part2.Database:1, w"
"Thread-3", "1009", "SYSTEM", "Field Read", "context=part2.Database:1, data"
"Thread-2", "1010", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "1011", "SYSTEM", "Field Write", "context=part2.Database:1, data=11221"
"Thread-4", "1012", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "1013", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-3", "1014", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "1015", "SYSTEM", "Field Read", "context=part2.Writer:5, d"
"Thread-2", "1016", "SYSTEM", "Field Write", "context=part2.Database:1, ww=3"
"Thread-3", "1017", "SYSTEM", "Method Exit", "returner=part2.Database:1#write:7, value=<void>"
"Thread-4", "1018", "SYSTEM", "Method Call", "caller=part2.Writer:5#run:5, target=part2.Database:1#request_write:11"
"Thread-4", "1019", "SYSTEM", "Method Entered", ""
"Thread-4", "1020", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "1021", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "1022", "SYSTEM", "Method Returned", ""
"Thread-3", "1023", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "1024", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-2", "1025", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-3", "1026", "SYSTEM", "Field Read", "context=part2.Writer:4, d"
"Thread-2", "1027", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "1028", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "1029", "SYSTEM", "Method Call", "caller=part2.Writer:4#run:4, target=part2.Database:1#done_write:7"
"Thread-3", "1030", "SYSTEM", "Method Entered", ""
"Thread-3", "1031", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "1032", "SYSTEM", "Field Read", "context=part2.Database:1, s2_w"
"Thread-4", "1033", "SYSTEM", "Field Read", "context=part2.Database:1, r"
"Thread-3", "1034", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-4", "1035", "SYSTEM", "Field Read", "context=part2.Database:1, w"
"Thread-4", "1036", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "1037", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-4", "1038", "SYSTEM", "Field Write", "context=part2.Database:1, ww=4"
"Thread-4", "1039", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "1040", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-4", "1041", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "1042", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "1043", "SYSTEM", "Field Read", "context=part2.Database:1, s2_w"
"Thread-3", "1044", "SYSTEM", "Field Write", "context=part2.Database:1, w=0"
"Thread-3", "1045", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "1046", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-3", "1047", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "1048", "SYSTEM", "Field Read", "context=part2.Database:1, s2_w"
"Thread-3", "1049", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-0", "1050", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "1051", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-0", "1052", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-3", "1053", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-3", "1054", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-0", "1055", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "1056", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-0", "1057", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-3", "1058", "SYSTEM", "Method Exit", "returner=part2.Database:1#done_write:7, value=<void>"
"Thread-0", "1059", "SYSTEM", "Field Write", "context=part2.Database:1, ww=3"
"Thread-3", "1060", "SYSTEM", "Method Returned", ""
"Thread-3", "1061", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-0", "1062", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "1063", "SYSTEM", "Variable Write", "context=part2.Writer:4#run:4, i=1"
"Thread-3", "1064", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-0", "1065", "SYSTEM", "Field Read", "context=part2.Database:1, r"
"Thread-0", "1066", "SYSTEM", "Field Read", "context=part2.Database:1, w"
"Thread-0", "1067", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-0", "1068", "SYSTEM", "Field Write", "context=part2.Database:1, w=1"
"Thread-0", "1069", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-0", "1070", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-0", "1071", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-0", "1072", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-0", "1073", "SYSTEM", "Method Exit", "returner=part2.Database:1#request_write:8, value=<void>"
"Thread-0", "1074", "SYSTEM", "Method Returned", ""
"Thread-0", "1075", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-0", "1076", "SYSTEM", "Field Read", "context=part2.Writer:1, d"
"Thread-0", "1077", "SYSTEM", "Field Read", "context=part2.Writer:1, x"
"Thread-0", "1078", "SYSTEM", "Method Call", "caller=part2.Writer:1#run:1, target=part2.Database:1#write:8"
"Thread-0", "1079", "SYSTEM", "Method Entered", ""
"Thread-0", "1080", "SYSTEM", "Variable Write", "context=part2.Database:1#write:8, x=1"
"Thread-0", "1081", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-0", "1082", "SYSTEM", "Field Read", "context=part2.Database:1, data"
"Thread-0", "1083", "SYSTEM", "Field Write", "context=part2.Database:1, data=11222"
"Thread-0", "1084", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-0", "1085", "SYSTEM", "Method Exit", "returner=part2.Database:1#write:8, value=<void>"
"Thread-0", "1086", "SYSTEM", "Method Returned", ""
"Thread-0", "1087", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-0", "1088", "SYSTEM", "Field Read", "context=part2.Writer:1, d"
"Thread-0", "1089", "SYSTEM", "Method Call", "caller=part2.Writer:1#run:1, target=part2.Database:1#done_write:8"
"Thread-0", "1090", "SYSTEM", "Method Entered", ""
"Thread-0", "1091", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-0", "1092", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-0", "1093", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-0", "1094", "SYSTEM", "Field Write", "context=part2.Database:1, w=0"
"Thread-0", "1095", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-0", "1096", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-0", "1097", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-0", "1098", "SYSTEM", "Field Read", "context=part2.Database:1, s2_w"
"Thread-0", "1099", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "1100", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-0", "1101", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "1102", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "1103", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-0", "1104", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-3", "1105", "SYSTEM", "Field Read", "context=part2.Writer:4, d"
"Thread-0", "1106", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "1107", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "1108", "SYSTEM", "Method Call", "caller=part2.Writer:4#run:4, target=part2.Database:1#request_write:12"
"Thread-3", "1109", "SYSTEM", "Method Entered", ""
"Thread-3", "1110", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-0", "1111", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "1112", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-3", "1113", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-0", "1114", "SYSTEM", "Method Exit", "returner=part2.Database:1#done_write:8, value=<void>"
"Thread-1", "1115", "SYSTEM", "Field Write", "context=part2.Database:1, ww=2"
"Thread-0", "1116", "SYSTEM", "Method Returned", ""
"Thread-0", "1117", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "1118", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-0", "1119", "SYSTEM", "Variable Write", "context=part2.Writer:1#run:1, i=2"
"Thread-0", "1120", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "1121", "SYSTEM", "Field Read", "context=part2.Database:1, r"
"Thread-1", "1122", "SYSTEM", "Field Read", "context=part2.Database:1, w"
"Thread-1", "1123", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "1124", "SYSTEM", "Field Write", "context=part2.Database:1, w=1"
"Thread-1", "1125", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "1126", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-1", "1127", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "1128", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "1129", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "1130", "SYSTEM", "Field Read", "context=part2.Database:1, r"
"Thread-1", "1131", "SYSTEM", "Method Exit", "returner=part2.Database:1#request_write:9, value=<void>"
"Thread-3", "1132", "SYSTEM", "Field Read", "context=part2.Database:1, w"
"Thread-1", "1133", "SYSTEM", "Method Returned", ""
"Thread-1", "1134", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "1135", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "1136", "SYSTEM", "Field Read", "context=part2.Writer:2, d"
"Thread-3", "1137", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-1", "1138", "SYSTEM", "Field Read", "context=part2.Writer:2, x"
"Thread-3", "1139", "SYSTEM", "Field Write", "context=part2.Database:1, ww=3"
"Thread-1", "1140", "SYSTEM", "Method Call", "caller=part2.Writer:2#run:2, target=part2.Database:1#write:9"
"Thread-1", "1141", "SYSTEM", "Method Entered", ""
"Thread-1", "1142", "SYSTEM", "Variable Write", "context=part2.Database:1#write:9, x=10"
"Thread-1", "1143", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "1144", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "1145", "SYSTEM", "Field Read", "context=part2.Database:1, data"
"Thread-3", "1146", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-1", "1147", "SYSTEM", "Field Write", "context=part2.Database:1, data=11232"
"Thread-3", "1148", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "1149", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "1150", "SYSTEM", "Field Read", "context=part2.Database:1, s2_w"
"Thread-1", "1151", "SYSTEM", "Method Exit", "returner=part2.Database:1#write:9, value=<void>"
"Thread-1", "1152", "SYSTEM", "Method Returned", ""
"Thread-1", "1153", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "1154", "SYSTEM", "Field Read", "context=part2.Writer:2, d"
"Thread-1", "1155", "SYSTEM", "Method Call", "caller=part2.Writer:2#run:2, target=part2.Database:1#done_write:9"
"Thread-1", "1156", "SYSTEM", "Method Entered", ""
"Thread-1", "1157", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "1158", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-1", "1159", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "1160", "SYSTEM", "Field Write", "context=part2.Database:1, w=0"
"Thread-1", "1161", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "1162", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-1", "1163", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "1164", "SYSTEM", "Field Read", "context=part2.Database:1, s2_w"
"Thread-1", "1165", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "1166", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "1167", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "1168", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-1", "1169", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-1", "1170", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "1171", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "1172", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "1173", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-1", "1174", "SYSTEM", "Method Exit", "returner=part2.Database:1#done_write:9, value=<void>"
"Thread-2", "1175", "SYSTEM", "Field Write", "context=part2.Database:1, ww=2"
"Thread-1", "1176", "SYSTEM", "Method Returned", ""
"Thread-1", "1177", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "1178", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "1179", "SYSTEM", "Variable Write", "context=part2.Writer:2#run:2, i=3"
"Thread-1", "1180", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "1181", "SYSTEM", "Field Read", "context=part2.Database:1, r"
"Thread-2", "1182", "SYSTEM", "Field Read", "context=part2.Database:1, w"
"Thread-2", "1183", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "1184", "SYSTEM", "Field Write", "context=part2.Database:1, w=1"
"Thread-2", "1185", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "1186", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-2", "1187", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "1188", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "1189", "SYSTEM", "Method Exit", "returner=part2.Database:1#request_write:10, value=<void>"
"Thread-2", "1190", "SYSTEM", "Method Returned", ""
"Thread-2", "1191", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "1192", "SYSTEM", "Field Read", "context=part2.Writer:3, d"
"Thread-2", "1193", "SYSTEM", "Field Read", "context=part2.Writer:3, x"
"Thread-2", "1194", "SYSTEM", "Method Call", "caller=part2.Writer:3#run:3, target=part2.Database:1#write:10"
"Thread-2", "1195", "SYSTEM", "Method Entered", ""
"Thread-2", "1196", "SYSTEM", "Variable Write", "context=part2.Database:1#write:10, x=100"
"Thread-2", "1197", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "1198", "SYSTEM", "Field Read", "context=part2.Database:1, data"
"Thread-2", "1199", "SYSTEM", "Field Write", "context=part2.Database:1, data=11332"
"Thread-2", "1200", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "1201", "SYSTEM", "Method Exit", "returner=part2.Database:1#write:10, value=<void>"
